2489031,28.220307,shak1002,x,
2511454,28.474544,rimm1001,<,
2533878,28.728781,shak1002,x,
2556302,28.983018,shak1001,v,
2578725,29.237255,rimm1001,<,
2601149,29.491492,shak1001,v,
2623573,29.745729,shak1002,x,
2645997,29.999966,rimm1001,<,
2668420,30.254203,shak1002,x,
2690844,30.508440,shak1001,v,
2713268,30.762677,shak1002,x,
2735691,31.016914,rimm1001,<,
2758115,31.271151,shak1002,x,
2780539,31.525388,shak1001,v,
2802962,31.779625,rimm1001,<,
2825386,32.033862,shak1001,v,
2847810,32.288099,shak1002,x,
2870234,32.542336,rimm1001,<,
2892657,32.796573,shak1002,x,
2915081,33.050810,shak1001,v,
2937505,33.305047,rimm1001,<,
2959928,33.559284,shak1001,v,
2982352,33.813521,shak1002,x,
3004776,34.067758,rimm1001,<,
3027199,34.321995,shak1002,x,
3049623,34.576232,shak1001,v,
3072047,34.830469,shak1002,x,
3094471,35.084706,rimm1001,<,
3116894,35.338943,shak1002,x,
3139318,35.593180,shak1001,v,
3161742,35.847417,rimm1001,<,
3184165,36.101654,shak1001,v,
3206589,36.355891,shak1002,x,
3220043,36.508433,pian1001,p,
3430826,38.898261,pian1002,o,
3464462,39.279616,pian1003,i,
3498097,39.660972,pian1004,u,
3531733,40.042327,pian1005,r,
3565368,40.423683,pian1006,e,
3587792,40.677920,pian1007,r,
3886775,44.067746,pian1008,o,
3916673,44.406729,pian1009,p,
3946571,44.745712,pian1010,i,
4036266,45.762660,pian1011,q,
4058690,46.016897,pian1012,o,
4103537,46.525371,pian1013,u,
4320860,48.989351,pian1014,p,
4484740,50.847400,pian1015,w,
4507164,51.101637,pian1016,i,
4574435,51.864348,pian1017,e,
4596859,52.118585,pian1018,u,
4664130,52.881296,pian1019,r,
4708977,53.389770,pian1020,o,
4776248,54.152481,pian1021,u,
4821096,54.660955,pian1022,i,
4910791,55.677903,pian1023,p,
4933214,55.932140,pian1024,p,
5045333,57.203325,orga2001,j,
5082706,57.627053,orga2002,;,
5112604,57.966036,orga2003,;,
5213884,59.114339,orga2004,f,
5247146,59.491458,orga2005,l,
5280782,59.872813,orga2006,l,
5576027,63.220267,orga2007,f,
5620874,63.728741,orga2008,s,
5661985,64.194842,orga2009,d,
5762891,65.338909,orga2010,j,
5800264,65.762637,orga2011,;,
5830162,66.101620,orga2012,;,
5942281,67.372804,orga2013,;,
5987128,67.881278,orga2014,l,
5998340,68.008397,orga2015,k,
6009552,68.135515,orga2016,j,
6099247,69.152463,stri1001,r,
6211365,70.423648,stri1002,i,
6233789,70.677885,stri1003,o,
6256213,70.932122,stri1004,p,
6323484,71.694833,stri1005,o,
6368331,72.203307,stri1006,i,
6413179,72.711781,stri1007,e,
6458026,73.220255,stri1008,u,
6637416,75.254151,stri1009,r,
6704687,76.016862,stri1010,p,
6771958,76.779573,stri1011,i,
6816805,77.288047,stri1012,u,
6906500,78.304995,stri1013,r,
6973771,79.067706,stri1014,w,
7041042,79.830417,stri1015,q,
7175584,81.355839,rimm1001,<,
7198008,81.610076,shak1002,x,
7220432,81.864313,shak1001,v,
7242856,82.118550,rimm1001,<,
7265279,82.372787,shak1001,v,
7287703,82.627024,shak1002,x,
7310127,82.881261,rimm1001,<,
7332550,83.135498,shak1002,x,
7354974,83.389735,shak1001,v,
7377398,83.643972,shak1002,x,
7399822,83.898209,rimm1001,<,
7422245,84.152446,shak1002,x,
7444669,84.406683,shak1001,v,
7467093,84.660920,rimm1001,<,
7489516,84.915157,shak1001,v,
7511940,85.169394,shak1002,x,
7534364,85.423631,rimm1001,<,
7556787,85.677868,shak1002,x,
7579211,85.932105,shak1001,v,
7601635,86.186342,rimm1001,<,
7624059,86.440579,shak1001,v,
7646482,86.694816,shak1002,x,
7668906,86.949053,rimm1001,<,
7691330,87.203290,shak1002,x,
7713753,87.457527,shak1001,v,
7736177,87.711764,shak1002,x,
7758601,87.966001,rimm1001,<,
7781024,88.220238,shak1002,x,
7803448,88.474475,shak1001,v,
7825872,88.728712,rimm1001,<,
7848296,88.982949,shak1001,v,
7870719,89.237186,shak1002,x,
7893143,89.491423,rimm1001,<,
7915567,89.745660,shak1002,x,
7937990,89.999897,shak1001,v,
7960414,90.254134,rimm1001,<,
7982838,90.508371,shak1001,v,
8005262,90.762608,shak1002,x,
8027685,91.016845,rimm1001,<,
8050109,91.271082,shak1002,x,
8072533,91.525319,shak1001,v,
8094956,91.779556,shak1002,x,
8117380,92.033793,rimm1001,<,
8139804,92.288030,shak1002,x,
8162227,92.542267,shak1001,v,
8184651,92.796504,rimm1001,<,
8207075,93.050741,shak1001,v,
8229499,93.304978,shak1002,x,
8251922,93.559215,rimm1001,<,
8274346,93.813452,shak1002,x,
8296770,94.067689,shak1001,v,
8319193,94.321926,rimm1001,<,
8341617,94.576163,shak1001,v,
8364041,94.830400,shak1002,x,
8386464,95.084637,rimm1001,<,
8408888,95.338874,shak1002,x,
8431312,95.593111,shak1001,v,
8453736,95.847348,shak1002,x,
8476159,96.101585,rimm1001,<,
8498583,96.355822,shak1002,x,
8521007,96.610059,shak1001,v,
8543430,96.864296,rimm1001,<,
8565854,97.118533,shak1001,v,
8588278,97.372770,shak1002,x,
8601732,97.525313,pian1001,p,
8812515,99.915140,pian1002,o,
8846150,100.296496,pian1003,i,
8879786,100.677851,pian1004,u,
8913422,101.059207,pian1005,r,
8947057,101.440562,pian1006,e,
8969481,101.694799,pian1007,r,
9268464,105.084626,pian1008,o,
9298362,105.423609,pian1009,p,
9328260,105.762592,pian1010,i,
9417955,106.779540,pian1011,q,
9440379,107.033777,pian1012,o,
9485226,107.542251,pian1013,u,
9702549,110.006231,pian1014,p,
9866429,111.864280,pian1015,w,
9888853,112.118517,pian1016,i,
9956124,112.881228,pian1017,e,
9978548,113.135465,pian1018,u,
10045819,113.898176,pian1019,r,
10090666,114.406650,pian1020,o,
10157937,115.169361,pian1021,u,
10202785,115.677835,pian1022,i,
10292479,116.694783,pian1023,p,
10314903,116.949020,pian1024,p,
10427022,118.220205,orga2001,j,
10464394,118.643933,orga2002,;,
10494293,118.982916,orga2003,;,
10595573,120.131219,orga2004,f,
10628835,120.508338,orga2005,l,
10662470,120.889693,orga2006,l,
10957716,124.237147,orga2007,f,
11002563,124.745621,orga2008,s,
11043673,125.211722,orga2009,d,
11144580,126.355789,orga2010,j,
11181953,126.779517,orga2011,;,
11211851,127.118500,orga2012,;,
11323970,128.389685,orga2013,;,
11368817,128.898159,orga2014,l,
11380029,129.025277,orga2015,k,
11391241,129.152396,orga2016,j,
11480936,130.169344,stri2001,r,
11593054,131.440529,stri2002,i,
11615478,131.694766,stri2003,o,
11637902,131.949003,stri2004,p,
11705173,132.711714,stri2005,o,
11750020,133.220188,stri2006,i,
11794867,133.728662,stri2007,e,
11839715,134.237136,stri2008,u,
11996681,136.016795,stri2009,r,
12198494,138.304928,done1001,g,
12220918,138.559165,tria1001,i,
12243342,138.813402,tria1002,o,
12265765,139.067639,tria1001,i,
12288189,139.321876,done1002,d,
12310613,139.576113,tria1001,i,
12333036,139.830350,tria1002,o,
12355460,140.084587,tria1001,i,
12377884,140.338824,done1001,g,
12400307,140.593061,tria1001,i,
12422731,140.847298,tria1002,o,
12445155,141.101535,tria1001,i,
12467579,141.355772,done1002,d,
12490002,141.610009,tria1001,i,
12512426,141.864246,tria1002,o,
12534850,142.118483,tria1001,i,
12557273,142.372720,done1001,g,
12579697,142.626957,tria1001,i,
12602121,142.881194,tria1002,o,
12624545,143.135431,tria1001,i,
12646968,143.389668,done1002,d,
12669392,143.643905,tria1001,i,
12691816,143.898142,tria1002,o,
12714239,144.152379,tria1001,i,
12736663,144.406616,done1001,g,
12759087,144.660853,tria1001,i,
12781510,144.915090,tria1002,o,
12803934,145.169327,tria1001,i,
12826358,145.423564,done1002,d,
12848782,145.677801,tria1001,i,
12871205,145.932038,tria1002,o,
12893629,146.186275,tria1001,i,
12916053,146.440512,done1001,g,
12938476,146.694749,tria1001,i,
12960900,146.948986,tria1002,o,
12983324,147.203223,tria1001,i,
13005747,147.457460,done1002,d,
13028171,147.711697,tria1001,i,
13050595,147.965934,tria1002,o,
13073019,148.220171,tria1001,i,
13095442,148.474408,done1001,g,
13117866,148.728645,tria1001,i,
13140290,148.982882,tria1002,o,
13162713,149.237119,tria1001,i,
13185137,149.491356,done1002,d,
13207561,149.745593,tria1001,i,
13229985,149.999830,tria1002,o,
13252408,150.254067,tria1001,i,
13274832,150.508304,done1001,g,
13297256,150.762541,tria1001,i,
13319679,151.016778,tria1002,o,
13342103,151.271015,tria1001,i,
13364527,151.525252,done1002,d,
13386950,151.779489,tria1001,i,
13409374,152.033726,tria1002,o,
13431798,152.287963,tria1001,i,
13454222,152.542200,done1001,g,
13476645,152.796437,tria1001,i,
13499069,153.050674,tria1002,o,
13521493,153.304911,tria1001,i,
13543916,153.559148,done1002,d,
13566340,153.813385,tria1001,i,
13588764,154.067622,tria1002,o,
13611187,154.321859,tria1001,i,
13633611,154.576096,guit1001,f,
13678459,155.084570,guit1002,f,
13745730,155.847281,guit1003,d,
13790577,156.355755,guit1004,s,
13835424,156.864229,guit1005,s,
13880272,157.372703,guit1006,s,
13902696,157.626940,guit1007,a,
13947543,158.135414,guit1008,a,
13992390,158.643888,guit1009,k,
14037238,159.152362,guit1010,k,
14104509,159.915073,guit1011,j,
14149356,160.423547,guit1012,;,
14194204,160.932021,guit1013,;,
14239051,161.440495,guit1014,;,
14261475,161.694732,guit1015,l,
14306322,162.203206,guit1016,l,
14351170,162.711680,pian2001,a,
14418441,163.474391,pian2002,d,
14508136,164.491339,pian2003,a,
14597830,165.508287,pian2004,d,
14620254,165.762524,pian2005,f,
14653890,166.143879,pian2006,d,
14687525,166.525235,pian2007,j,
14777220,167.542183,pian2008,k,
14866915,168.559131,pian2009,;,
14956610,169.576079,pian2010,d,
15068728,170.847264,stri3001,w,
15135999,171.609975,stri3002,o,
15270542,173.135397,llll1001,d,
15292965,173.389634,llll1001,d,
15315389,173.643871,llll1001,d,
